-1,name,club_logo,flag,photo,acceleration,sprint_speed,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,agility,balance,reactions,ball_control,dribbling,composure,interceptions,heading_accuracy,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,position
14879,T. Staubli,https://cdn.sofifa.org/18/teams/898.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/240104.png,54,56,46,46,48,35,42,42,49,54,36,47,40,41,63,71,43,54,59,45,22,31,19,27,29,39,42,39,28,win
14880,Y. Bedoya,https://cdn.sofifa.org/18/teams/112528.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/240353.png,71,66,42,36,54,39,43,54,50,45,39,48,42,41,61,79,52,52,56,49,24,35,29,30,33,49,48,40,31,win
14881,Jeong Seung Won,https://cdn.sofifa.org/18/teams/2056.png,https://cdn.sofifa.org/flags/167@3x.png,https://cdn.sofifa.org/18/players/234264.png,50,54,57,51,53,52,46,45,43,51,41,53,48,39,50,48,57,50,55,46,36,51,22,24,25,82,55,58,34,win
14882,L. Cattaneo,https://cdn.sofifa.org/18/teams/190.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/240438.png,55,57,56,32,52,38,33,48,50,55,35,64,60,41,60,84,51,41,45,48,38,52,40,39,52,55,54,37,52,win
14883,D. Karimani,https://cdn.sofifa.org/18/teams/10030.png,https://cdn.sofifa.org/flags/219@3x.png,https://cdn.sofifa.org/18/players/240003.png,65,68,43,38,41,27,37,41,55,38,43,59,51,40,77,75,43,51,48,50,27,40,30,41,47,58,55,47,48,mid
14884,E. Jakobsen,https://cdn.sofifa.org/18/teams/91.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/231616.png,49,51,52,59,47,40,46,55,47,44,26,46,39,31,45,57,51,49,43,48,21,61,22,23,24,67,56,46,50,st
14885,K. Velde,https://cdn.sofifa.org/18/teams/1463.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/238303.png,61,61,47,54,48,51,36,53,44,29,29,47,28,34,54,74,52,52,51,51,14,52,17,19,12,54,56,50,35,st
14886,M. Gillam,https://cdn.sofifa.org/18/teams/1955.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/236788.png,70,60,45,53,42,48,36,62,49,29,34,40,30,31,67,71,51,56,52,49,14,53,17,11,13,61,52,53,29,st
14887,C. McLennan,https://cdn.sofifa.org/18/teams/77.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/233727.png,54,55,51,51,45,53,42,62,44,31,32,47,33,39,57,74,50,51,53,47,19,49,18,19,17,65,54,62,33,st
14888,A. Francis,https://cdn.sofifa.org/18/teams/1797.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/239024.png,67,68,56,55,43,40,40,59,44,20,24,37,20,33,46,49,43,40,44,41,22,62,22,21,19,62,77,67,54,st
14889,C. Farren,https://cdn.sofifa.org/18/teams/445.png,https://cdn.sofifa.org/flags/35@3x.png,https://cdn.sofifa.org/18/players/237952.png,62,68,54,51,48,45,44,51,44,22,20,44,22,33,51,54,51,46,43,46,22,51,15,15,17,68,63,56,53,st
14890,P. Sabbag,https://cdn.sofifa.org/18/teams/101102.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/233078.png,50,52,51,62,50,43,31,58,46,28,25,35,28,38,51,50,49,50,39,49,29,47,18,12,19,62,57,70,29,st
14891,Matheus Cunha,https://cdn.sofifa.org/18/teams/110770.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/240243.png,62,64,41,51,57,50,52,69,47,37,28,44,41,52,51,62,49,51,63,46,14,44,20,14,16,57,55,49,30,st
14892,S. Donnelly,https://cdn.sofifa.org/18/teams/305.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/240739.png,58,56,54,52,51,47,47,55,47,39,38,47,40,41,55,61,53,49,48,49,21,52,17,20,18,59,50,49,35,st
14893,K. Ekman,https://cdn.sofifa.org/18/teams/112130.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/240202.png,64,64,51,57,51,43,39,63,47,31,31,38,32,38,60,71,52,46,40,49,14,52,11,12,13,77,56,52,26,st
14894,S. Passi,,https://cdn.sofifa.org/flags/159@3x.png,https://cdn.sofifa.org/18/players/233526.png,66,68,47,56,50,47,38,58,43,35,33,38,33,37,57,58,49,43,53,45,34,49,24,23,21,55,59,62,39,st
14895,P. Waring,https://cdn.sofifa.org/18/teams/111397.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/241201.png,69,74,46,55,50,49,38,61,48,30,30,38,31,35,56,68,52,43,51,49,12,46,10,10,12,68,52,60,25,st
14896,G. Newell,https://cdn.sofifa.org/18/teams/83.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/230700.png,49,59,51,57,48,54,39,61,42,29,32,43,32,38,58,61,48,47,47,45,17,52,20,13,19,70,54,62,33,st
14897,M. Jay,https://cdn.sofifa.org/18/teams/143.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/220187.png,76,76,54,51,48,45,35,60,43,25,29,39,26,28,82,80,50,51,53,44,23,42,18,22,13,34,51,43,29,st
14898,R. Dingwall,https://cdn.sofifa.org/18/teams/631.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/226585.png,56,49,48,59,54,48,34,66,51,29,32,48,31,42,62,77,51,49,46,43,11,55,17,13,20,71,52,46,30,st
14899,M. Penfold,https://cdn.sofifa.org/18/teams/1938.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/239883.png,66,71,57,58,43,51,39,56,41,32,32,40,33,35,68,59,45,43,46,54,15,51,18,12,10,69,55,48,25,st
14900,T. Garratt,https://cdn.sofifa.org/18/teams/142.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/233832.png,67,54,42,25,22,31,31,36,38,34,29,27,27,32,60,76,54,32,57,38,55,43,50,63,60,55,61,50,48,wb
14901,S. Blake,https://cdn.sofifa.org/18/teams/1962.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240238.png,66,58,36,22,34,26,25,40,37,43,30,30,28,32,55,62,52,35,47,32,57,54,52,54,53,61,62,72,60,wb
14902,S. Ingolitsch,https://cdn.sofifa.org/18/teams/112075.png,https://cdn.sofifa.org/flags/4@3x.png,https://cdn.sofifa.org/18/players/239476.png,63,61,48,29,22,28,29,41,37,47,31,38,31,30,62,69,56,45,59,36,49,41,45,49,52,65,60,54,50,wb
14903,J. Buus,https://cdn.sofifa.org/18/teams/272.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/235140.png,64,65,47,27,37,24,23,25,33,42,32,42,29,31,56,75,53,49,45,53,49,38,50,50,55,69,59,46,50,wb
14904,J. Barrigan,https://cdn.sofifa.org/18/teams/1917.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/233421.png,55,60,49,56,51,49,42,56,41,25,30,36,31,32,58,60,45,48,52,47,14,49,18,10,14,64,50,59,28,st
14905,P. Almqvist,https://cdn.sofifa.org/18/teams/702.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/236706.png,71,69,48,35,49,41,38,39,48,43,34,56,53,43,67,70,50,52,51,49,39,38,34,42,42,58,54,44,47,mid
14906,M. Warming,https://cdn.sofifa.org/18/teams/269.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/238755.png,52,59,40,43,52,30,40,49,54,44,39,46,48,41,74,75,53,59,51,53,20,39,35,27,33,56,45,37,44,mid
14907,D. Buglio,https://cdn.sofifa.org/18/teams/1746.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/240798.png,57,55,28,32,45,28,28,42,46,42,36,55,55,35,57,65,49,48,45,41,48,48,43,50,50,63,42,55,61,mid
14908,B. Gesior,https://cdn.sofifa.org/18/teams/112508.png,https://cdn.sofifa.org/flags/37@3x.png,https://cdn.sofifa.org/18/players/235180.png,61,65,48,37,51,35,34,51,50,42,28,61,51,43,91,68,51,45,42,42,41,49,38,55,51,51,63,36,61,mid
14909,T. Harigaya,https://cdn.sofifa.org/18/teams/101144.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/238478.png,67,68,48,37,50,36,40,48,48,42,42,64,55,47,60,91,51,45,50,52,26,42,37,43,48,59,49,35,43,mid
14910,J. Curran,https://cdn.sofifa.org/18/teams/180.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/220853.png,74,69,34,49,47,29,31,40,40,32,40,54,48,40,76,79,52,53,54,40,45,44,40,43,53,61,72,64,59,mid
14911,S. Gordon,https://cdn.sofifa.org/18/teams/83.png,https://cdn.sofifa.org/flags/35@3x.png,https://cdn.sofifa.org/18/players/237284.png,68,68,53,28,52,33,36,42,45,39,36,57,51,38,58,75,50,46,49,35,44,47,34,51,47,57,68,49,62,mid
14912,T. De Villardi,https://cdn.sofifa.org/18/teams/111138.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/237280.png,55,69,52,39,57,39,39,51,47,43,41,55,53,35,65,57,46,49,52,38,38,47,36,48,44,52,57,57,58,mid
14913,D. Akiyama,https://cdn.sofifa.org/18/teams/101148.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/237791.png,66,60,46,36,51,39,39,48,47,40,38,62,57,45,63,74,48,51,45,57,28,58,47,44,45,51,57,62,44,mid
14914,D. Łuczak,https://cdn.sofifa.org/18/teams/111092.png,https://cdn.sofifa.org/flags/37@3x.png,https://cdn.sofifa.org/18/players/240348.png,62,61,51,32,52,41,37,35,45,41,37,63,60,40,57,67,55,41,46,41,37,44,30,42,37,62,69,53,55,mid
14915,L. Fiordilino,https://cdn.sofifa.org/18/teams/1843.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/240343.png,61,61,33,29,44,29,28,48,46,41,41,63,50,38,53,73,54,45,47,44,42,45,48,51,51,55,46,45,52,mid
14916,C. Sangster,https://cdn.sofifa.org/18/teams/1929.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/239831.png,67,60,52,34,51,40,36,60,54,37,40,55,48,48,70,57,50,50,45,43,41,42,37,44,38,64,55,56,56,mid
14917,M. Weiß,https://cdn.sofifa.org/18/teams/110591.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/239569.png,62,63,44,34,47,34,35,45,55,42,42,61,57,43,72,66,49,46,45,50,25,44,39,44,49,56,66,63,47,mid
14918,J. Gregory,https://cdn.sofifa.org/18/teams/1917.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/233420.png,64,67,36,30,56,32,29,38,56,37,35,59,54,31,56,64,43,55,54,36,41,30,38,48,46,60,34,40,58,mid
14919,A. Beith,https://cdn.sofifa.org/18/teams/80.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/220099.png,43,63,43,38,56,36,45,43,48,42,46,62,60,51,65,68,50,50,55,60,25,42,32,40,49,56,43,61,40,mid
14920,S. Mitsuzaki,https://cdn.sofifa.org/18/teams/101149.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/237759.png,66,64,42,35,43,36,32,41,52,41,66,59,51,64,55,63,45,56,50,39,42,44,45,53,51,61,36,56,54,mid
14921,F. Roepstorff,https://cdn.sofifa.org/18/teams/113720.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/239293.png,51,59,44,42,49,33,42,45,51,43,36,54,57,40,67,66,53,56,58,52,27,35,36,32,35,53,44,57,43,mid
14922,T. Widdrington,https://cdn.sofifa.org/18/teams/1790.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240567.png,61,69,49,38,53,30,36,40,54,45,40,61,59,45,61,67,46,52,48,59,29,42,33,35,44,54,44,49,35,mid
14923,A. Johansen,https://cdn.sofifa.org/18/teams/917.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/238517.png,54,55,24,21,39,25,30,36,30,31,30,29,24,30,51,64,47,39,29,45,51,52,46,53,53,69,61,57,43,mid
14924,C. Johnson,https://cdn.sofifa.org/18/teams/110313.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/230809.png,65,66,49,30,59,37,33,39,43,38,33,58,53,41,61,70,53,49,46,42,39,49,33,46,47,62,61,60,60,mid
14925,C. Carroll,https://cdn.sofifa.org/18/teams/1951.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/230730.png,56,58,39,29,47,33,31,40,46,34,34,52,53,35,56,55,49,48,50,42,55,43,45,49,48,54,48,56,54,mid
14926,P. Doyle,https://cdn.sofifa.org/18/teams/563.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/234375.png,61,48,46,26,52,30,40,41,51,39,36,55,53,39,55,69,51,51,53,44,40,46,39,41,42,64,58,52,51,mid
14927,D. Turnbull,https://cdn.sofifa.org/18/teams/83.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/234111.png,57,58,47,41,49,34,47,45,49,46,46,59,54,48,64,69,45,55,54,56,29,46,38,48,53,58,42,61,44,mid
14928,J. Keaney,https://cdn.sofifa.org/18/teams/563.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/237889.png,62,57,47,38,52,41,38,49,47,42,43,51,53,43,60,59,44,54,53,42,41,47,41,46,42,66,59,51,38,mid
14929,H. Al Mansour,https://cdn.sofifa.org/18/teams/112389.png,https://cdn.sofifa.org/flags/183@3x.png,https://cdn.sofifa.org/18/players/221498.png,66,65,50,39,53,32,39,45,51,37,36,59,51,33,44,66,55,47,48,39,37,50,39,41,44,61,57,70,73,mid
14930,B. Hedley,https://cdn.sofifa.org/18/teams/357.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/236343.png,67,61,48,36,55,39,34,44,44,39,32,61,52,39,58,67,48,49,43,41,38,45,39,44,41,62,63,58,50,mid
14931,D. Dykes,https://cdn.sofifa.org/18/teams/631.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/237110.png,57,63,30,32,44,28,32,42,48,37,34,62,58,38,62,73,47,47,49,45,52,55,48,55,55,49,50,48,55,mid
14932,R. Oliveira Alves,https://cdn.sofifa.org/18/teams/322.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/231460.png,65,66,43,53,70,41,43,56,50,49,38,42,33,48,58,70,40,54,51,47,20,34,23,28,24,59,34,48,30,mid
14933,T. Kraulich,https://cdn.sofifa.org/18/teams/100424.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/239903.png,52,54,38,33,55,45,33,39,38,30,42,55,45,40,55,45,55,48,49,39,37,59,52,50,48,68,61,76,50,mid
14934,K. Shiihashi,https://cdn.sofifa.org/18/teams/112836.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/232476.png,74,63,52,29,45,35,37,37,47,33,38,59,51,32,66,69,55,59,47,42,47,41,37,35,41,57,64,61,50,mid
14935,J. Gesien,https://cdn.sofifa.org/18/teams/27.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/239129.png,75,63,39,38,42,31,41,38,45,39,43,54,44,46,93,92,42,53,51,46,21,40,20,18,21,72,68,28,24,mid
14936,Kim Hyun Tae,https://cdn.sofifa.org/18/teams/1475.png,https://cdn.sofifa.org/flags/167@3x.png,https://cdn.sofifa.org/18/players/238088.png,61,54,36,40,44,44,34,39,46,52,54,58,54,38,47,56,42,46,40,38,44,56,48,48,44,62,58,60,50,mid
14937,R. Yamada,https://cdn.sofifa.org/18/teams/112345.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/237427.png,60,61,22,18,36,24,23,38,44,22,21,43,35,29,42,65,46,50,29,37,50,43,50,58,56,65,69,54,60,mid
14938,E. Vertainen,https://cdn.sofifa.org/18/teams/100325.png,https://cdn.sofifa.org/flags/17@3x.png,https://cdn.sofifa.org/18/players/238458.png,55,56,25,29,65,50,33,40,50,30,39,54,62,32,59,48,48,49,43,49,43,47,42,46,47,56,64,64,56,mid
14939,T. Schels,https://cdn.sofifa.org/18/teams/172.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/239487.png,63,60,35,27,40,32,26,41,44,44,38,55,43,35,74,75,47,51,53,48,46,47,42,50,48,76,60,56,51,mid
14940,S. Šaric,https://cdn.sofifa.org/18/teams/10030.png,https://cdn.sofifa.org/flags/8@3x.png,https://cdn.sofifa.org/18/players/240004.png,65,67,42,38,51,31,41,40,49,43,39,49,42,40,78,78,51,53,54,54,29,31,31,27,39,59,65,45,35,mid
14941,J. Hove,https://cdn.sofifa.org/18/teams/1465.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/234066.png,57,64,37,39,50,35,30,42,56,44,33,56,49,37,58,56,54,51,50,42,48,44,46,51,56,61,47,54,57,mid
14942,D. Noone,https://cdn.sofifa.org/18/teams/838.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/233815.png,53,54,47,45,45,39,38,42,47,39,33,54,52,35,53,59,50,53,50,43,42,51,40,47,44,56,54,55,51,mid
14943,T. Sorås,https://cdn.sofifa.org/18/teams/300.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/239960.png,63,60,48,39,56,42,41,44,51,42,40,57,57,33,60,52,56,47,45,46,37,50,41,39,50,60,56,60,55,mid
14944,R. Wintle,https://cdn.sofifa.org/18/teams/121.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/227929.png,61,62,47,48,51,44,37,41,48,45,43,52,48,41,74,91,44,53,54,40,40,40,31,47,44,68,61,33,42,mid
14945,R. Cunningham,https://cdn.sofifa.org/18/teams/184.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/234073.png,57,67,50,32,53,38,42,41,51,36,36,57,53,34,57,70,48,48,51,45,43,51,39,42,44,56,58,59,61,mid
14946,K. Konstandopoulos,https://cdn.sofifa.org/18/teams/111393.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/241246.png,60,62,52,28,41,26,32,42,55,45,38,60,51,44,64,65,43,53,46,58,32,41,38,38,44,44,54,42,46,mid
14947,J. Bird,https://cdn.sofifa.org/18/teams/1932.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/236653.png,61,54,36,29,49,30,29,41,38,37,35,53,51,41,58,52,55,53,46,45,48,50,44,50,51,58,49,48,61,mid
14948,L. Russe,https://cdn.sofifa.org/18/teams/1962.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240236.png,65,68,48,38,50,39,37,43,49,47,42,58,54,51,67,74,44,53,48,56,39,37,36,40,40,75,58,41,40,mid
14949,T. Lowery,https://cdn.sofifa.org/18/teams/121.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/235771.png,67,62,41,41,47,38,42,41,47,39,38,60,52,46,65,66,53,50,53,55,35,36,34,41,42,59,60,56,39,mid
14950,A. Krauchi,https://cdn.sofifa.org/18/teams/898.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/239428.png,58,49,34,26,43,32,32,34,38,39,39,58,51,34,59,57,50,42,39,44,51,44,46,52,57,55,52,46,42,mid
14951,F. Blažek,https://cdn.sofifa.org/18/teams/269.png,https://cdn.sofifa.org/flags/43@3x.png,https://cdn.sofifa.org/18/players/239748.png,51,52,37,25,43,28,33,35,39,41,33,53,49,39,52,50,53,48,48,42,48,42,40,51,52,59,51,76,56,mid
14952,A. Fagerhag,https://cdn.sofifa.org/18/teams/112130.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/232176.png,66,58,49,31,51,35,33,37,46,39,38,55,52,35,56,61,47,57,46,50,43,41,35,43,46,57,58,57,54,mid
14953,T. Damsgaard,https://cdn.sofifa.org/18/teams/1786.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/238309.png,62,55,38,33,34,26,30,35,36,52,44,44,34,27,56,66,53,54,51,52,45,36,48,53,47,63,58,42,56,wb
14954,K. Brouder,https://cdn.sofifa.org/18/teams/111285.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/228108.png,40,56,22,16,33,25,23,16,30,30,25,37,38,23,39,48,43,30,26,44,52,41,45,55,56,70,47,57,49,cb
14955,G. Lloyd,https://cdn.sofifa.org/18/teams/1936.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240715.png,76,75,35,53,50,46,45,56,52,31,31,40,37,48,67,82,52,48,55,49,15,36,13,17,15,60,58,60,31,win
14956,O. Drost,https://cdn.sofifa.org/18/teams/1446.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/241114.png,61,62,47,54,53,46,43,64,42,25,27,44,25,32,56,63,46,43,50,46,13,54,17,17,19,65,55,42,29,st
14957,O. Dale,https://cdn.sofifa.org/18/teams/121.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/235769.png,75,76,47,55,45,43,37,48,43,32,44,38,29,33,57,65,48,47,41,42,12,45,17,15,18,61,53,56,32,st
14958,M. Asllani,https://cdn.sofifa.org/18/teams/1862.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/240541.png,62,66,43,50,50,41,48,55,49,49,37,53,44,48,58,68,32,55,50,43,21,41,28,31,22,44,48,53,34,win
14959,O. Brynhildsen,https://cdn.sofifa.org/18/teams/917.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/238236.png,59,67,51,44,52,36,37,52,45,46,33,55,49,47,61,77,50,44,47,44,45,51,38,47,52,54,53,50,53,win
14960,S. Yawson,https://cdn.sofifa.org/18/teams/357.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/238991.png,72,76,39,38,53,33,42,46,52,42,32,38,41,40,57,78,44,50,53,46,21,38,29,30,36,48,76,37,35,win
14961,J. Hollywood,https://cdn.sofifa.org/18/teams/1572.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/237344.png,62,61,45,49,39,31,37,50,51,51,41,50,44,47,66,62,37,47,49,46,23,33,29,30,28,48,56,32,26,win
14962,S. Al Ghannam,https://cdn.sofifa.org/18/teams/112389.png,https://cdn.sofifa.org/flags/183@3x.png,https://cdn.sofifa.org/18/players/232477.png,42,45,42,47,38,35,36,42,43,53,41,57,54,34,53,85,50,52,50,55,55,38,45,44,43,34,54,61,47,win
14963,L. Hedlund,https://cdn.sofifa.org/18/teams/711.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/241413.png,68,68,44,42,48,32,35,48,46,39,33,53,39,43,50,65,40,54,53,42,17,31,24,24,26,46,55,50,24,win
14964,M. Hinckson-Mars,https://cdn.sofifa.org/18/teams/135.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/234821.png,72,65,52,53,52,41,47,52,36,42,36,51,41,41,61,57,43,45,56,41,17,42,18,14,16,58,43,33,36,st
14965,J. Dyche,https://cdn.sofifa.org/18/teams/1949.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/228676.png,57,63,57,52,48,47,22,45,44,41,29,46,42,31,61,79,46,42,56,38,47,45,37,46,50,64,59,59,51,st
14966,K. Weber,https://cdn.sofifa.org/18/teams/272.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/235584.png,50,52,53,55,45,48,38,57,49,25,34,41,32,31,56,62,50,49,45,42,19,53,13,16,19,68,58,57,29,st
14967,A. Jarvis,https://cdn.sofifa.org/18/teams/1923.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/241098.png,54,59,45,57,45,42,38,52,42,25,25,41,27,32,51,66,41,49,43,40,23,58,17,22,23,58,61,64,50,st
14968,A. Nadesan,https://cdn.sofifa.org/18/teams/112260.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/234412.png,52,53,49,59,46,50,42,57,42,31,29,41,25,32,53,64,48,43,40,43,13,59,12,18,11,69,56,51,28,st
14969,L. Petri,https://cdn.sofifa.org/18/teams/110502.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/239828.png,61,63,44,28,34,30,43,33,37,51,34,33,30,38,55,59,45,35,44,32,48,45,49,51,55,58,57,61,49,wb
14970,D. Berci,https://cdn.sofifa.org/18/teams/199.png,https://cdn.sofifa.org/flags/39@3x.png,https://cdn.sofifa.org/18/players/241105.png,68,63,35,31,44,36,47,50,38,52,34,50,47,43,55,78,45,54,48,51,24,46,48,55,57,43,48,45,51,wb
14971,H. Al Radhi,https://cdn.sofifa.org/18/teams/112390.png,https://cdn.sofifa.org/flags/183@3x.png,https://cdn.sofifa.org/18/players/235712.png,52,51,27,23,21,20,18,37,26,49,33,48,43,30,49,36,50,34,31,45,52,45,54,51,53,40,55,62,55,wb
14972,E. Damgaard,https://cdn.sofifa.org/18/teams/1788.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/233912.png,66,58,40,27,24,25,34,39,45,41,35,39,34,36,61,68,47,51,47,50,53,46,48,54,54,62,56,50,54,wb
14973,M. Ruschmeier,https://cdn.sofifa.org/18/teams/487.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/239745.png,66,69,40,16,32,24,23,31,27,40,25,45,39,26,62,67,43,30,25,38,54,46,45,49,50,71,65,71,50,wb
14974,H. Olander,https://cdn.sofifa.org/18/teams/100325.png,https://cdn.sofifa.org/flags/17@3x.png,https://cdn.sofifa.org/18/players/238457.png,68,61,45,27,26,22,26,30,33,54,32,38,42,30,54,73,48,37,49,48,45,38,46,50,55,61,58,47,47,wb
14975,K. Schulz,https://cdn.sofifa.org/18/teams/898.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/211812.png,60,62,48,39,70,41,42,49,45,47,33,36,33,43,54,66,33,51,45,42,54,64,47,52,53,35,48,73,47,wb
14976,T. Farabegoli,https://cdn.sofifa.org/18/teams/110915.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/241469.png,58,56,24,19,39,18,29,39,26,23,23,28,27,25,45,55,48,29,25,46,47,48,51,54,51,67,62,62,44,wb
14977,A. Borg,https://cdn.sofifa.org/18/teams/1938.png,https://cdn.sofifa.org/flags/32@3x.png,https://cdn.sofifa.org/18/players/238176.png,65,62,50,52,47,44,40,58,45,28,29,41,35,36,53,69,51,46,44,48,17,52,12,10,13,66,57,43,30,st
