,overall,ball_control,reactions
13278,62,49,63
13279,62,64,48
13280,62,42,53
13281,62,65,57
13283,62,58,55
13284,62,59,54
13285,62,60,61
13286,62,46,56
13289,62,60,59
13290,62,62,68
13291,62,63,56
13292,62,57,63
13293,62,58,58
13294,62,60,59
13295,62,61,57
13296,62,62,49
13297,62,52,52
13298,62,64,53
13299,62,64,55
13300,62,62,55
13302,62,63,62
13303,62,54,60
13304,62,44,54
13305,62,62,58
13306,62,48,49
13307,62,46,49
13308,62,60,52
13309,62,56,54
13311,62,68,56
13312,62,62,51
13313,62,54,51
13314,62,64,49
13316,62,42,49
13317,62,66,58
13318,62,64,64
13319,62,58,60
13320,62,61,57
13321,62,58,68
13322,62,60,48
13323,62,52,49
13324,62,57,48
13325,62,62,58
13326,62,41,52
13327,62,65,48
13328,62,63,58
13329,62,66,58
13330,62,62,58
13331,62,64,50
13332,62,48,64
13333,62,64,48
13334,62,60,56
13335,62,67,62
13336,62,64,62
13337,62,50,60
13338,62,60,60
13339,62,65,66
13340,62,64,55
13341,62,62,54
13342,62,57,56
13343,62,66,55
13344,62,65,55
13345,62,44,44
13346,62,59,54
13347,62,59,48
13348,62,55,56
13349,62,67,57
13351,62,61,57
13353,62,48,53
13354,62,63,58
13355,62,56,47
13356,62,65,45
13357,62,60,52
13358,62,61,60
13359,62,62,49
13360,62,45,55
13361,62,49,57
13362,62,35,67
13363,62,61,57
13364,62,55,52
13365,62,68,46
13366,62,69,72
13367,62,62,54
13368,62,48,56
13369,62,60,61
13370,62,65,61
13372,62,63,62
13373,62,64,45
13375,62,62,57
13377,62,63,55
13378,62,67,57
13379,62,63,51
13380,62,61,58
13381,62,62,55
13382,62,62,55
13383,62,49,52
13384,62,59,43
13385,62,47,48
13386,62,63,62
13387,62,54,54
13389,62,66,62
13390,62,41,56
13392,62,72,54
13393,62,48,54
13394,62,67,60
13395,62,61,54
13397,62,43,50
13398,62,60,55
13399,62,65,49
13400,62,52,59
13401,62,62,57
13402,62,67,59
13403,62,61,47
13404,62,64,64
13405,62,54,60
13407,62,56,61
13408,62,62,52
13409,62,62,64
13410,62,61,50
13411,62,61,58
13412,62,52,52
13413,62,60,60
13414,62,50,65
13415,62,59,62
13416,62,64,49
13417,62,52,63
13419,62,44,58
13421,62,62,66
13422,62,61,54
13423,62,62,55
13424,62,62,54
13427,62,64,59
13428,62,61,57
13429,62,54,56
13430,62,64,55
13431,62,55,57
13432,62,60,60
13433,62,59,52
13434,62,73,45
13435,62,59,57
13436,62,59,55
13437,62,60,61
13438,62,50,55
13439,62,40,52
13440,62,65,51
13441,62,57,53
13443,62,55,60
13444,62,56,61
13445,62,57,55
13446,62,56,49
13447,62,64,55
13448,62,43,60
13449,62,35,50
13450,62,58,53
13451,62,63,63
13452,62,58,60
13453,62,60,58
13454,62,56,52
13456,62,60,52
13459,62,37,53
13460,62,58,58
13461,62,61,53
13462,62,68,59
13463,62,44,54
13464,62,50,58
13465,62,58,59
13466,62,56,59
13467,62,73,50
13468,62,65,58
13469,62,62,60
13470,62,57,61
13471,62,63,56
13472,62,58,48
13474,62,71,59
13475,62,58,57
13476,62,65,52
13478,62,63,55
13479,62,62,60
13480,62,62,57
13481,62,67,65
13482,62,61,65
13483,62,58,57
13484,62,63,55
13485,62,69,55
13486,62,65,57
13487,62,50,55
13488,62,55,60
13489,62,51,47
13490,62,68,59
13491,62,58,61
13492,62,71,62
13493,62,60,60
13494,62,61,58
13495,62,64,63
13496,62,49,62
13497,62,62,54
13498,62,32,51
13500,62,44,59
13501,62,63,57
13503,62,59,57
13505,62,65,55
13507,62,58,65
13508,62,58,65
13509,62,62,51
13510,62,59,56
13512,62,64,63
13513,62,62,63
13514,62,64,62
13515,62,65,63
13517,62,63,60
13519,62,62,64
13520,62,59,56
13521,62,62,55
13524,62,68,42
13525,62,41,50
13526,62,53,63
13527,62,56,67
13528,62,42,50
13529,62,64,53
13530,62,62,54
13532,62,65,62
13533,62,67,64
13534,62,48,59
13535,62,64,64
13536,62,58,67
13537,62,64,60
13539,62,53,62
13540,62,61,55
13541,62,63,56
13542,62,66,62
13543,62,45,57
13544,62,44,55
13545,62,65,55
13546,62,67,52
13547,62,60,55
13548,62,58,57
13549,62,67,53
13550,62,42,54
13551,62,64,64
13552,62,63,52
13553,62,57,54
13554,62,65,55
13555,62,65,55
13556,62,64,59
13557,62,56,55
13558,62,69,52
13559,62,56,55
13560,62,68,52
13561,62,66,62
13562,62,42,48
13563,62,48,49
13564,62,62,55
13565,62,58,59
13566,62,55,62
13567,62,65,57
13569,62,63,67
13570,62,57,57
13571,62,64,47
13572,62,66,59
13573,62,58,51
13574,62,58,56
13575,62,63,58
13576,62,63,63
13577,62,45,54
13578,62,54,56
13579,62,45,74
13580,62,42,56
13582,62,46,54
13583,62,64,66
13584,62,61,52
13585,62,61,46
13586,62,64,70
13587,62,54,53
13588,62,61,58
13589,62,57,61
13590,62,61,63
13591,62,61,55
13592,62,50,62
13593,62,60,61
13594,62,50,56
13595,62,68,46
13596,62,64,62
13597,62,58,64
13598,62,66,52
13600,62,48,48
13601,62,56,56
13602,62,57,62
13603,62,69,51
13604,62,53,63
13605,62,60,50
13607,62,63,55
13609,62,60,64
13610,62,49,65
13611,62,55,62
13612,62,66,63
13614,62,65,59
13615,62,65,57
13616,62,64,58
13617,62,62,62
13618,62,66,62
13620,62,52,63
13621,62,64,59
13623,62,63,65
13624,62,63,57
13625,62,67,63
13626,62,60,65
13627,62,61,60
13628,62,52,57
13629,62,64,62
13631,62,55,64
13632,62,63,54
13636,62,52,49
13637,62,64,59
13638,62,65,57
13639,62,59,58
13641,62,50,57
13642,62,65,63
13643,62,68,60
13644,62,60,56
13645,62,61,62
13646,62,58,62
13647,62,46,55
13648,62,62,50
13649,62,64,60
13650,62,53,63
13651,62,49,54
13653,62,63,54
13654,62,60,58
13655,62,55,54
13656,62,59,51
13657,62,63,60
13658,62,32,50
13659,62,47,54
13660,62,59,62
13661,62,65,55
13662,62,63,52
13663,62,63,59
13664,62,58,57
13665,62,63,47
13666,62,65,57
13667,62,55,60
13668,62,62,54
13669,62,48,57
13670,62,64,56
13671,62,65,63
13672,62,55,63
13673,62,48,56
13674,62,56,56
13675,62,53,60
13676,62,58,58
13677,62,61,57
13678,62,54,58
13679,62,58,63
13680,62,62,60
13681,62,63,60
13683,62,29,53
13684,62,47,62
13685,62,58,57
13686,62,66,58
13687,62,59,51
13688,62,61,53
13689,62,66,55
13690,62,53,52
13691,62,55,64
13692,62,62,53
13693,62,58,55
13694,62,61,52
13695,62,64,58
13698,62,67,61
13699,62,42,55
13700,62,46,61
13701,62,55,47
13702,62,60,53
13704,62,52,55
13705,62,58,56
13706,62,57,59
13707,62,54,53
13708,62,63,57
13709,62,60,62
13710,62,60,58
13711,62,59,57
13712,62,62,58
13713,61,61,58
13714,61,60,61
13716,61,63,58
13717,61,39,54
13718,61,56,62
13720,61,53,58
13721,61,61,55
13722,61,61,55
13723,61,63,56
13724,61,63,58
13725,61,58,54
13726,61,59,43
13727,61,63,59
13728,61,55,56
13729,61,52,53
13731,61,71,45
13732,61,65,58
13734,61,63,58
13735,61,52,48
13736,61,66,45
13737,61,56,54
13738,61,57,57
13739,61,61,45
13740,61,42,48
13741,61,53,66
13744,61,56,69
13745,61,55,59
13746,61,53,55
13747,61,65,49
13748,61,64,53
13750,61,58,57
13751,61,61,56
13752,61,57,53
13753,61,63,62
13754,61,56,55
13755,61,63,54
13756,61,52,54
13757,61,50,55
13758,61,63,60
13759,61,63,55
13760,61,61,57
13761,61,65,59
13762,61,62,61
13763,61,64,58
13764,61,62,49
13765,61,42,58
13766,61,55,57
13767,61,65,54
13768,61,69,54
13769,61,60,55
13770,61,58,57
13771,61,59,59
13772,61,48,58
13774,61,40,54
13775,61,64,52
13777,61,63,58
13779,61,67,53
13780,61,48,50
13781,61,58,64
13782,61,64,52
13783,61,58,52
13784,61,55,43
13785,61,42,58
13786,61,61,62
13787,61,64,55
13788,61,61,61
13789,61,60,63
13790,61,59,62
13791,61,59,54
13792,61,47,50
13793,61,64,61
13794,61,58,55
13795,61,65,48
13796,61,52,53
13797,61,62,58
13798,61,61,57
13800,61,66,42
13801,61,63,57
13802,61,61,59
13803,61,65,59
13804,61,45,52
13805,61,64,62
13806,61,62,47
13807,61,52,64
13808,61,61,55
13809,61,62,50
13810,61,42,51
13812,61,47,58
13814,61,45,63
13815,61,63,62
13816,61,52,63
13817,61,58,57
13818,61,62,49
13819,61,40,51
13820,61,64,45
13821,61,57,66
13822,61,64,62
13823,61,67,64
13824,61,60,60
13825,61,48,43
13826,61,60,59
13827,61,57,57
13828,61,62,54
13829,61,63,47
13830,61,64,58
13831,61,61,62
13832,61,57,54
13833,61,51,52
13834,61,62,69
13835,61,71,54
13836,61,52,58
13837,61,51,53
13838,61,55,57
13839,61,57,52
13840,61,62,63
13841,61,44,53
13842,61,37,47
13843,61,61,53
13844,61,62,58
13845,61,69,56
13846,61,58,59
13847,61,60,56
13848,61,63,53
13849,61,41,53
13850,61,62,46
13851,61,54,55
13852,61,42,53
13853,61,61,58
13854,61,62,55
13855,61,61,53
13856,61,62,63
13858,61,65,58
13859,61,51,49
13861,61,41,47
13862,61,65,48
13863,61,63,60
13864,61,33,68
13865,61,58,56
13866,61,61,57
13867,61,49,52
13868,61,58,60
13870,61,65,55
13871,61,62,61
13872,61,64,51
13873,61,66,56
13874,61,60,53
13875,61,68,62
13876,61,65,54
13877,61,55,51
13878,61,65,44
13879,61,52,48
13880,61,57,55
13881,61,62,54
13882,61,64,60
13883,61,65,54
13884,61,52,55
13885,61,61,66
13887,61,60,55
13888,61,35,50
13889,61,58,55
13890,61,65,50
13891,61,63,59
13893,61,57,64
13894,61,51,52
13895,61,56,45
13896,61,59,55
13898,61,61,56
13899,61,52,66
13900,61,63,58
13901,61,52,48
13902,61,58,56
13903,61,60,62
13904,61,66,57
13905,61,65,63
13907,61,62,54
13908,61,68,52
13909,61,67,55
13910,61,60,50
13911,61,56,55
13912,61,56,64
13913,61,63,60
13914,61,54,53
13915,61,53,59
13916,61,48,57
13917,61,60,62
13918,61,61,55
13919,61,60,57
13921,61,60,53
13922,61,67,53
13923,61,62,62
13924,61,61,54
13925,61,60,59
13926,61,55,50
13927,61,64,49
13928,61,63,61
13929,61,58,54
13930,61,48,53
13932,61,53,54
13933,61,65,51
13934,61,57,61
13935,61,57,56
13936,61,62,57
13937,61,64,51
13938,61,64,54
13939,61,62,55
13940,61,68,55
13942,61,62,64
13943,61,59,61
13944,61,51,59
13945,61,67,54
13946,61,59,58
13947,61,61,55
13948,61,54,56
13949,61,40,49
13950,61,53,52
13951,61,51,64
13952,61,47,52
13953,61,59,58
13954,61,60,51
13955,61,58,61
13956,61,63,52
13957,61,60,59
13958,61,66,51
13959,61,65,42
13960,61,57,54
13961,61,64,56
13962,61,59,55
13963,61,62,44
13964,61,52,58
13965,61,55,58
13966,61,60,55
13967,61,65,54
13968,61,61,62
13969,61,57,52
13970,61,63,60
13971,61,62,55
13972,61,58,47
13974,61,58,56
13975,61,56,55
13976,61,47,49
13977,61,65,42
13978,61,62,39
13979,61,60,60
13980,61,60,60
13981,61,54,58
13983,61,49,55
13985,61,58,45
13986,61,62,62
13988,61,36,50
13989,61,60,58
13990,61,62,62
13991,61,59,55
13992,61,52,58
13993,61,50,49
13994,61,56,61
13995,61,61,56
13996,61,60,47
13997,61,52,49
13998,61,60,45
13999,61,66,54
14000,61,41,54
14004,61,61,54
14005,61,56,56
14006,61,56,43
14007,61,63,55
14008,61,60,60
14009,61,63,57
14010,61,66,62
14011,61,65,57
14012,61,53,52
14013,61,57,55
14014,61,60,51
14015,61,58,57
14016,61,56,58
14017,61,63,61
14018,61,50,55
14019,61,59,57
14020,61,59,45
14021,61,48,48
14023,61,46,57
14024,61,55,56
14025,61,60,59
14026,61,49,54
14027,61,54,58
14028,61,58,62
14029,61,62,52
14030,61,66,59
14031,61,50,68
14032,61,56,52
14033,61,54,51
14034,61,60,46
14035,61,58,60
14036,61,66,52
14038,61,63,61
14039,61,60,64
14040,61,51,56
14041,61,62,55
14042,61,65,49
14043,61,55,51
14044,61,61,55
14045,61,59,44
14046,61,60,49
14047,61,36,58
14048,61,64,61
14049,61,55,50
14050,61,51,58
14051,61,62,48
14052,61,69,53
14054,61,36,49
14055,61,56,53
14056,61,60,52
14057,61,63,55
14058,61,62,54
14059,61,58,60
14060,61,55,53
14061,61,49,60
14062,61,54,59
14063,61,67,50
14064,61,59,56
14065,61,61,65
14068,61,57,53
14069,61,62,57
14070,61,58,60
14071,61,46,54
14072,61,60,53
14073,61,64,43
14076,61,62,56
14077,61,65,58
14078,61,46,57
14079,61,62,50
14080,61,60,53
14081,61,58,54
14082,61,43,52
14084,61,58,53
14085,61,57,68
14086,61,61,57
14087,61,61,58
14088,61,65,63
14089,61,60,52
14090,61,61,43
14091,61,66,64
14092,61,38,51
14093,61,57,55
14094,61,56,54
14095,61,33,65
14096,61,64,45
14097,61,61,55
14098,61,55,66
14099,61,59,48
14100,61,54,55
14101,61,61,54
14102,61,44,50
14103,61,58,60
14104,61,59,47
14105,61,62,54
14108,61,41,57
14109,61,66,58
14110,61,64,63
14111,61,64,43
14112,61,61,56
14114,61,53,56
14116,61,42,59
14117,61,55,55
14118,61,60,56
14120,61,60,54
14121,61,48,44
14122,61,58,57
14123,61,63,51
14124,61,60,54
14125,61,60,47
14126,61,74,53
14127,61,72,50
14128,61,52,52
14129,61,63,48
14130,61,55,60
14132,61,44,58
14133,61,56,69
14135,61,58,55
14136,61,64,47
14137,61,63,60
14138,61,43,52
14139,61,64,59
14140,61,65,47
14141,61,56,52
14143,61,61,55
14144,61,66,44
14145,61,40,54
14146,61,59,57
14147,61,57,53
14148,61,64,57
14149,61,63,49
14151,61,63,51
14152,61,57,65
14153,61,64,50
14154,61,54,56
14155,61,52,61
14156,61,31,54
14157,61,56,52
14158,61,55,62
14160,61,61,45
14161,61,63,58
14162,61,60,56
14163,61,59,50
14164,61,52,54
14165,61,61,52
14166,61,61,57
14167,61,56,50
14168,61,44,55
14169,61,57,58
14170,61,44,51
14171,61,48,49
14172,61,61,47
14173,61,63,64
14174,61,58,56
14175,61,59,58
14176,61,60,63
14177,61,61,52
14178,61,61,54
14179,61,61,44
14180,61,57,60
14181,61,44,45
14182,61,48,55
14183,61,69,64
14184,61,61,48
14185,61,67,66
14186,61,62,60
14188,61,60,50
14189,61,56,57
14190,61,49,59
14191,61,65,58
14192,61,56,56
14193,61,58,62
14195,61,61,67
14196,61,58,56
14197,61,60,55
14199,61,52,59
14201,61,61,54
14202,61,68,60
14203,61,67,49
14204,61,53,57
14205,61,63,58
14206,61,33,55
14207,61,63,55
14208,61,61,64
14209,61,54,56
14210,61,57,64
14211,61,57,51
14212,61,60,58
14213,61,57,56
14214,61,54,47
14215,61,47,52
14216,61,58,51
14217,61,57,58
14218,61,61,58
14219,61,35,57
14220,61,69,51
14221,61,54,56
14222,61,45,49
14223,61,58,59
14224,61,51,51
14225,61,43,50
14226,61,47,51
14227,61,56,57
14228,61,62,54
14229,61,56,56
14231,61,64,59
14232,61,59,60
14233,61,58,57
14234,61,66,44
14235,61,64,55
14236,61,64,56
14237,61,60,61
14238,61,66,59
14239,61,63,66
14240,61,65,49
14241,61,60,51
14242,61,62,53
14243,61,60,57
14244,61,57,58
14245,61,62,69
14246,61,60,59
14247,61,58,50
14248,61,36,60
14249,61,38,60
14250,61,60,64
14251,61,58,58
14252,61,52,60
14254,61,62,56
14255,61,61,58
14256,61,60,54
14257,61,60,56
14258,61,61,53
14259,61,46,59
14260,61,63,60
14261,61,64,60
14263,61,59,56
14265,61,60,52
14266,61,56,59
14267,61,51,64
14269,61,63,61
14270,61,59,64
14272,61,58,61
14273,61,60,57
14274,61,60,51
14275,61,61,61
14276,61,60,60
14277,61,32,50
14278,61,63,52
14279,61,56,53
14280,61,38,56
14282,61,62,62
14283,61,58,51
14284,61,64,58
14285,61,47,52
14286,61,61,56
14287,61,44,56
14288,61,53,60
14289,61,63,58
14290,61,57,52
14291,61,56,55
14292,61,58,58
14293,61,58,52
14294,61,56,68
14295,61,53,57
14296,61,61,56
14297,61,59,62
14298,61,62,60
14299,61,64,59
14300,61,65,57
14302,61,48,49
14303,61,58,57
14304,61,60,47
14305,61,58,67
14306,61,64,46
14307,61,64,59
14308,61,61,58
14309,61,55,56
14310,61,57,57
14311,61,65,45
14312,61,63,71
14313,61,48,54
14314,61,62,63
14315,61,62,55
14316,61,59,56
14317,61,57,55
14318,61,60,63
14319,61,62,61
14320,61,64,57
14322,61,62,57
14323,61,57,59
14324,61,58,55
14325,61,61,62
14326,61,61,57
14327,61,36,54
14328,61,44,59
14330,61,57,54
14332,61,66,57
14333,61,48,61
14334,61,64,48
14335,61,61,59
14336,61,60,61
14337,61,61,56
14338,61,60,56
14339,61,58,54
14340,61,53,52
14341,61,60,47
14342,61,62,60
14343,61,58,66
14344,61,41,61
14345,61,55,57
14346,61,59,50
14347,61,58,57
14348,61,62,59
14349,61,63,60
14350,61,60,63
14351,61,62,67
14352,61,65,58
14353,61,66,57
14354,61,48,53
14355,61,52,58
14356,61,62,65
14357,61,63,54
14358,61,54,58
14360,61,62,52
14362,61,59,48
14363,61,77,60
14364,61,54,55
14365,61,59,51
14366,61,50,58
14368,61,64,49
14369,61,66,58
14370,61,62,57
14371,61,53,62
14372,61,64,59
14373,61,48,53
14374,61,64,63
14375,61,62,53
14377,61,66,62
14378,61,61,58
14379,61,56,61
14380,61,52,60
14381,61,55,58
14382,61,69,62
14383,61,48,54
14384,61,68,42
14385,61,41,51
14386,61,55,60
14387,61,30,48
14388,61,64,48
14389,61,54,57
14390,61,64,54
14391,61,62,52
14392,61,64,61
14393,61,66,63
14394,61,57,54
14395,61,54,52
14396,61,60,58
14397,61,71,53
14398,61,63,56
14399,61,62,56
14400,61,55,54
14401,61,57,63
14402,60,62,53
14404,60,63,58
14405,60,64,51
14406,60,62,53
14408,60,55,59
14409,60,58,55
14410,60,66,57
14412,60,49,59
14413,60,43,51
14414,60,56,54
14415,60,50,47
14416,60,61,55
14417,60,56,54
14418,60,59,56
14420,60,57,54
14421,60,58,57
14422,60,58,58
14423,60,58,55
14424,60,55,54
14425,60,59,47
14426,60,56,54
14427,60,62,63
14428,60,67,54
14431,60,64,60
14432,60,61,58
14434,60,43,46
14435,60,61,55
14436,60,60,53
14437,60,33,48
14438,60,56,58
14439,60,51,61
14440,60,63,48
14441,60,63,61
14442,60,55,55
14444,60,57,58
14445,60,57,58
14446,60,66,65
14447,60,66,45
14448,60,57,56
14449,60,66,53
14450,60,63,54
14451,60,63,45
14452,60,57,47
14453,60,38,58
14454,60,60,48
14455,60,55,57
14456,60,64,55
14457,60,36,54
14458,60,51,53
14459,60,52,60
14460,60,64,55
14461,60,67,60
14462,60,60,49
14463,60,60,55
14464,60,52,50
14465,60,63,61
14466,60,65,46
14467,60,60,62
14468,60,46,59
14469,60,47,52
14470,60,49,49
14471,60,62,48
14472,60,59,55
14473,60,66,58
14475,60,56,48
14476,60,62,56
14477,60,54,49
14478,60,60,53
14479,60,61,57
14480,60,60,42
14481,60,58,59
14482,60,58,70
14484,60,59,52
14485,60,65,60
14486,60,38,50
14489,60,55,60
14491,60,65,54
14492,60,49,58
14493,60,64,55
14494,60,59,48
14495,60,55,63
14496,60,60,56
14497,60,62,60
14499,60,55,52
14500,60,46,53
14501,60,61,60
14502,60,63,51
14503,60,37,48
14504,60,63,57
14505,60,57,55
14506,60,64,64
14507,60,58,58
14508,60,59,53
14509,60,64,47
14510,60,69,58
14511,60,55,60
14512,60,58,50
14513,60,56,58
14514,60,46,57
14515,60,56,62
14516,60,60,47
14517,60,63,57
14518,60,58,54
14519,60,60,47
14520,60,57,61
14521,60,54,53
14522,60,57,54
14523,60,54,53
14524,60,62,51
14526,60,57,53
14528,60,55,51
14529,60,64,55
14530,60,64,47
14531,60,49,56
14532,60,67,60
14533,60,60,51
14536,60,54,62
14537,60,59,59
14538,60,51,56
14539,60,57,57
14540,60,57,56
14541,60,60,61
14542,60,60,56
14543,60,64,56
14544,60,57,49
14545,60,52,55
14546,60,60,65
14547,60,31,51
14548,60,53,48
14549,60,63,48
14550,60,62,42
14551,60,60,47
14552,60,60,55
14553,60,65,63
14554,60,60,63
14555,60,58,61
14556,60,60,57
14557,60,51,51
14558,60,62,58
14559,60,40,51
14560,60,61,54
14561,60,58,62
14562,60,63,63
14563,60,57,55
14564,60,35,58
14565,60,58,53
14566,60,58,56
14567,60,70,45
14568,60,60,67
14573,60,56,53
14574,60,47,50
14575,60,55,52
14576,60,59,61
14577,60,63,55
14578,60,60,55
14579,60,52,66
14580,60,59,55
14581,60,60,60
14582,60,68,58
14584,60,51,55
14585,60,61,52
14586,60,57,62
14587,60,35,52
14588,60,36,52
14589,60,53,52
14590,60,56,58
14591,60,57,53
14592,60,32,54
14593,60,61,44
14594,60,44,49
14595,60,65,57
14596,60,57,55
14597,60,33,48
14598,60,62,59
14599,60,59,55
14600,60,34,48
14601,60,57,62
14602,60,56,54
14603,60,42,60
14604,60,63,49
14605,60,63,61
14606,60,43,58
14607,60,62,44
14608,60,35,53
14609,60,62,62
14610,60,62,59
14611,60,54,49
14612,60,61,58
14613,60,61,59
14614,60,64,47
14615,60,60,60
14616,60,56,56
14618,60,44,51
14619,60,56,47
14620,60,59,53
14621,60,53,53
14622,60,58,55
14623,60,64,62
14624,60,52,53
14625,60,33,56
14626,60,54,55
14627,60,63,57
14628,60,50,56
14629,60,65,52
14630,60,59,48
14632,60,51,59
14633,60,68,49
14634,60,43,59
14635,60,51,54
14636,60,53,55
14637,60,62,51
14638,60,64,57
14639,60,44,64
14640,60,67,59
14641,60,54,50
14642,60,67,49
14643,60,53,51
14644,60,38,53
14645,60,50,57
14646,60,65,56
14647,60,47,43
14648,60,54,49
14649,60,60,54
14650,60,40,56
14651,60,59,59
14652,60,55,48
14653,60,48,51
14654,60,57,46
14655,60,60,55
14657,60,59,53
14659,60,67,53
14660,60,54,54
14661,60,50,64
14662,60,48,52
14663,60,58,45
14664,60,68,56
14666,60,61,55
14667,60,58,58
14668,60,56,60
14669,60,54,58
14670,60,66,59
14672,60,39,56
14673,60,63,42
14674,60,59,58
14675,60,63,58
14676,60,33,50
14677,60,60,57
14678,60,65,61
14679,60,61,47
14680,60,28,56
14682,60,57,51
14683,60,50,58
14684,60,35,52
14685,60,61,56
14686,60,59,46
14687,60,59,60
14688,60,65,59
14689,60,62,58
14691,60,58,54
14693,60,59,58
14695,60,57,54
14696,60,43,50
14697,60,60,50
14698,60,58,58
14699,60,57,41
14700,60,55,58
14701,60,57,53
14703,60,56,60
14704,60,35,47
14705,60,55,57
14706,60,58,54
14707,60,59,51
14708,60,62,59
14709,60,49,63
14710,60,52,51
14711,60,60,56
14712,60,69,55
14713,60,69,58
14715,60,40,52
14716,60,63,55
14717,60,58,62
14718,60,42,54
14719,60,39,52
14720,60,32,57
14721,60,62,49
14722,60,59,56
14723,60,47,58
14724,60,57,56
14725,60,55,50
14727,60,53,53
14728,60,62,59
14729,60,58,47
14730,60,67,55
14731,60,33,44
14732,60,50,55
14734,60,59,57
14735,60,43,54
14736,60,57,53
14737,60,57,62
14738,60,56,51
14739,60,61,51
14740,60,60,46
14741,60,65,52
14742,60,63,48
14743,60,60,57
14744,60,62,48
14745,60,55,56
14748,60,62,53
14749,60,62,64
14750,60,60,56
14751,60,57,53
14752,60,56,52
14753,60,55,50
14754,60,58,68
14755,60,67,53
14756,60,63,59
14757,60,65,46
14758,60,58,57
14759,60,61,46
14760,60,44,51
14763,60,57,57
14765,60,56,52
14767,60,62,55
14768,60,51,50
14769,60,54,57
14770,60,67,56
14771,60,69,55
14772,60,56,49
14773,60,43,51
14774,60,63,54
14775,60,63,55
14777,60,59,55
14778,60,59,58
14779,60,60,54
14781,60,54,56
14782,60,65,61
14783,60,57,66
14784,60,65,59
14785,60,65,57
14786,60,56,56
14787,60,52,59
14788,60,64,52
14791,60,67,36
14792,60,57,55
14794,60,63,48
14795,60,60,59
14797,60,59,56
14798,60,52,53
14799,60,52,54
14800,60,54,55
14801,60,57,63
14802,60,59,58
14803,60,50,58
14804,60,61,55
14805,60,57,59
14806,60,61,57
14808,60,66,59
14809,60,62,49
14812,60,66,63
14813,60,57,57
14815,60,63,62
14816,60,51,56
14817,60,57,50
14818,60,60,59
14819,60,52,53
14822,60,62,54
14823,60,61,56
14824,60,62,58
14825,60,54,44
14827,60,65,58
14828,60,63,50
14829,60,44,52
14830,60,66,51
14831,60,59,57
14832,60,55,56
14833,60,65,55
14834,60,68,62
14835,60,66,61
14836,60,67,54
14837,60,64,50
14838,60,64,55
14839,60,63,57
14840,60,41,49
14841,60,56,51
14842,60,50,51
14843,60,64,59
14844,60,30,49
14846,60,60,61
14847,60,61,53
14851,60,38,54
14852,60,61,56
14853,60,60,52
14854,60,57,55
14855,60,65,61
14856,60,58,49
14857,60,63,51
14858,60,56,46
14859,60,54,54
14860,60,47,54
14861,60,48,55
14863,60,63,58
14864,60,45,61
14865,60,58,52
14866,60,58,55
14867,60,61,51
14868,60,49,59
14869,60,54,44
14870,60,58,55
14871,60,59,59
14872,60,57,59
14873,60,40,50
14874,60,56,53
14875,60,61,57
14876,60,59,60
14877,60,39,50
14879,60,42,53
14881,60,59,59
14882,60,61,56
14883,60,64,55
14884,60,51,63
14885,60,62,46
14886,60,64,56
14887,60,59,58
14888,60,41,48
14889,60,56,57
14890,60,56,57
14891,60,66,54
14892,60,62,54
14893,60,63,46
14894,60,66,51
14895,60,63,60
14896,60,53,57
14897,60,59,61
14898,60,44,49
14899,60,45,56
14900,60,60,52
14901,60,59,59
14902,60,68,52
14903,60,62,58
14904,60,61,56
14905,60,65,53
14906,60,59,50
14907,60,54,59
14908,60,62,46
14909,60,58,52
14910,60,49,58
14911,60,57,51
14912,60,51,59
14913,60,62,56
14915,60,55,55
14916,60,60,42
14917,60,64,61
14918,60,63,48
14919,60,50,61
14920,60,61,62
14921,60,62,50
14922,60,36,57
14923,60,62,59
14924,60,42,50
14925,60,48,50
14927,60,53,55
14928,60,41,57
14931,60,55,51
14932,60,49,55
14933,60,58,48
14934,60,64,49
14936,60,55,56
14937,60,65,64
14938,60,59,51
14939,60,60,52
14940,60,35,53
14941,60,31,53
14942,60,63,53
14943,60,66,61
14944,60,62,58
14945,60,62,52
14946,60,53,63
14947,60,46,52
14948,60,56,56
14949,60,59,59
14953,60,61,61
14954,60,41,54
14955,60,59,55
14956,60,56,53
14959,60,63,59
14960,60,64,55
14961,60,58,56
14962,60,55,63
14963,60,39,53
14964,60,61,61
14965,60,55,61
14966,60,50,55
14967,60,55,55
14968,60,44,59
14969,60,52,61
14970,60,60,65
14971,60,57,58
14972,60,58,51
14973,60,52,61
14974,60,55,54
14975,60,58,59
14976,60,40,58
14977,60,57,53
14978,60,50,56
14979,60,64,56
14980,60,59,61
14981,60,55,54
14982,60,30,55
14983,60,53,54
14984,60,54,62
14985,60,64,63
14986,60,62,56
14987,60,62,54
14988,60,51,54
14989,60,54,61
14991,60,61,42
14992,60,59,59
14993,60,60,61
14994,60,57,52
14995,60,53,51
14996,60,50,50
14997,60,56,62
14998,60,61,57
14999,60,59,50
15001,60,61,51
15002,60,61,50
15003,60,46,55
15005,60,50,56
15006,60,51,53
15007,60,62,54
15008,60,56,55
15009,60,63,48
15010,60,39,49
15011,60,53,64
15012,60,38,41
15013,60,35,57
15014,60,59,55
15015,60,49,57
15016,60,62,52
15017,60,61,55
15018,60,54,56
15019,60,61,54
15021,60,65,44
15022,60,59,55
15023,60,57,55
15024,60,66,51
15025,60,39,51
15026,60,58,67
15028,60,43,53
15029,60,58,60
15030,60,34,55
